"0.512561	0.487439	1",,1,,1,1,
"0.520061	0.479939	1",,2,,1,0,
"0.258057	0.741943	0",,2,,0,0,
"0.301621	0.698379	0",,2,,0,0,
"0.549129	0.450871	1",,1,,1,1,
"0.370831	0.629169	0",,2,,0,0,
"0.573045	0.426955	2",,1,,2,0,
"0.392321	0.607679	0",,2,,0,0,
"0.652613	0.347388	2",,1,,2,0,
"0.667186	0.332814	2",,2,,2,1,
"0.378856	0.621144	0",,0,,0,1,
"0.0171625	0.982838	0",,0,,0,1,
"0.717122	0.282878	2",,0,,2,0,
"0.111964	0.888036	0",,0,,0,1,
"0.2057	0.7943	0",,2,,0,0,
"0.153438	0.846562	0",,0,,0,1,
"0.54726	0.45274	1",,2,,1,0,
"0.357839	0.642161	0",,2,,0,0,
"0.413227	0.586773	0",,0,,0,1,
"0.897059	0.102941	2",,2,,2,1,
"0.431938	0.568062	0",,0,,0,1,
"0.812508	0.187492	2",,2,,2,1,
"0.499475	0.500525	1",,1,,1,1,
"0.604234	0.395766	2",,1,,2,0,
"0.585209	0.414791	2",,2,,2,1,
"0.215424	0.784576	0",,2,,0,0,
"0.231148	0.768852	0",,0,,0,1,
"0.240567	0.759433	0",,2,,0,0,
"0.357283	0.642717	0",,2,,0,0,
"0.288091	0.711909	0",,1,,0,0,
"0.540702	0.459298	1",,error,,1,0,
"0.490137	0.509863	1",,1,,1,1,
"0.664277	0.335723	2",,error,,2,0,
"0.0394372	0.960563	0",,0,,0,1,
"0.219801	0.780199	0",,2,,0,0,
"0.322221	0.677779	0",,0,,0,1,
"0.174241	0.825759	0",,0,,0,1,
"0.924078	0.0759219	2",,1,,2,0,
"0.637644	0.362356	2",,1,,2,0,
"0.760597	0.239403	2",,1,,2,0,
"0.167752	0.832248	0",,2,,0,0,
"0.201022	0.798978	0",,2,,0,0,
"0.0290685	0.970931	0",,2,,0,0,
"0.73907	0.26093	2",,0,,2,0,
"0.915692	0.084308	2",,2,,2,1,
"0.697416	0.302583	2",,2,,2,1,
"0.176056	0.823944	0",,0,,0,1,
"0.279979	0.720021	0",,1,,0,0,
"0.802063	0.197937	2",,1,,2,0,
"0.234345	0.765655	0",,1,,0,0,
"0.262678	0.737322	0",,0,,0,1,
"0.227401	0.772599	0",,2,,0,0,
"0.646743	0.353257	2",,2,,2,1,
"0.539085	0.460915	1",,1,,1,1,
"0.408921	0.591079	0",,2,,0,0,
"0.262395	0.737606	0",,1,,0,0,
"0.218892	0.781108	0",,0,,0,1,
"0.516229	0.483771	1",,1,,1,1,
"0.358143	0.641857	0",,0,,0,1,
"0.1244	0.8756	0",,2,,0,0,
"0.036689	0.963311	0",,0,,0,1,
"0.913191	0.0868088	2",,0,,2,0,
"0.230596	0.769404	0",,2,,0,0,
"0.1641	0.8359	0",,0,,0,1,
"0.158407	0.841593	0",,0,,0,1,
"0.789809	0.210191	2",,2,,2,1,
"0.00642493	0.993575	0",,0,,0,1,
"0.100286	0.899714	0",,0,,0,1,
"0.719026	0.280974	2",,2,,2,1,
"0.295985	0.704015	0",,1,,0,0,
"0.545909	0.454091	1",,error,,1,0,
"0.466563	0.533437	1",,0,,1,0,
"0.965126	0.0348736	2",,1,,2,0,
"0.319484	0.680516	0",,0,,0,1,
"0.373571	0.626429	0",,0,,0,1,
"0.300638	0.699362	0",,2,,0,0,
"0.00294294	0.997057	0",,0,,0,1,
"0.0614438	0.938556	0",,0,,0,1,
"0.16441	0.83559	0",,1,,0,0,
"0.540111	0.459889	1",,2,,1,0,
"0.524686	0.475314	1",,2,,1,0,
"0.845904	0.154096	2",,1,,2,0,
"0.32736	0.67264	0",,error,,0,0,
"0.986416	0.0135845	2",,2,,2,1,
"0.959703	0.0402974	2",,2,,2,1,
"0.92315	0.0768501	2",,0,,2,0,
"0.00816926	0.991831	0",,0,,0,1,
"0.12	0.88	0",,2,,0,0,
"0.230808	0.769192	0",,0,,0,1,
"0.106725	0.893275	0",,0,,0,1,
"0.727401	0.272598	2",,0,,2,0,
"0.910236	0.0897644	2",,0,,2,0,
"0.986735	0.0132647	2",,2,,2,1,
"0.0506311	0.949369	0",,error,,0,0,
"0.663124	0.336876	2",,error,,2,0,
"0.663619	0.336381	2",,2,,2,1,
"0.199644	0.800356	0",,0,,0,1,
"0.0217078	0.978292	0",,error,,0,0,
"0.347387	0.652613	0",,0,,0,1,
"0.597847	0.402153	2",,0,,2,0,
"0.189288	0.810712	0",,1,,0,0,
"0.459478	0.540522	1",,1,,1,1,
"0.0491141	0.950886	0",,0,,0,1,
"0.702087	0.297913	2",,error,,2,0,
"0.639114	0.360886	2",,0,,2,0,
"0.112481	0.887519	0",,1,,0,0,
"0.323071	0.676929	0",,0,,0,1,
"0.313004	0.686996	0",,1,,0,0,
"0.3107	0.689301	0",,1,,0,0,
"0.319776	0.680224	0",,0,,0,1,
"0.53067	0.46933	1",,1,,1,1,
"0.478357	0.521643	1",,2,,1,0,
"0.444826	0.555174	0",,0,,0,1,
"0.456119	0.543881	1",,1,,1,1,
"0.723388	0.276612	2",,1,,2,0,
"0.220038	0.779962	0",,1,,0,0,
"0.418927	0.581074	0",,error,,0,0,
"0.894773	0.105227	2",,2,,2,1,
"0.412711	0.587289	0",,2,,0,0,
"0.82037	0.17963	2",,1,,2,0,
"0.61893	0.38107	2",,2,,2,1,
"0.315198	0.684802	0",,2,,0,0,
"0.564818	0.435182	2",,error,,2,0,
"0.553075	0.446925	2",,error,,2,0,
"0.193648	0.806352	0",,1,,0,0,
"0.565775	0.434225	2",,1,,2,0,
"0.119482	0.880518	0",,0,,0,1,
"0.98072	0.0192803	2",,2,,2,1,
"0.42828	0.57172	0",,2,,0,0,
"0.508271	0.491729	1",,1,,1,1,
"0.195467	0.804533	0",,0,,0,1,
"0.948919	0.0510813	2",,2,,2,1,
"0.510795	0.489205	1",,0,,1,0,
"0.160288	0.839712	0",,error,,0,0,
"0.688664	0.311336	2",,error,,2,0,
"0.62543	0.37457	2",,0,,2,0,
"0.655024	0.344976	2",,2,,2,1,
"0.172733	0.827267	0",,1,,0,0,
"0.822304	0.177696	2",,2,,2,1,
"0.0540664	0.945934	0",,0,,0,1,
"0.535749	0.464251	1",,1,,1,1,
"0.243166	0.756834	0",,1,,0,0,
"0.939446	0.060554	2",,2,,2,1,
"0.861678	0.138322	2",,2,,2,1,
"0.465873	0.534127	1",,2,,1,0,
"0.238497	0.761503	0",,error,,0,0,
"0.0554212	0.944579	0",,0,,0,1,
"0.450106	0.549894	1",,1,,1,1,
"0.474271	0.525729	1",,0,,1,0,
"0.402131	0.597869	0",,2,,0,0,
"0.762549	0.237451	2",,2,,2,1,
"0.348355	0.651645	0",,0,,0,1,
"0.19589	0.80411	0",,2,,0,0,
"0.297416	0.702584	0",,2,,0,0,
"0.630436	0.369564	2",,error,,2,0,
"0.172607	0.827393	0",,0,,0,1,
"0.940293	0.0597073	2",,2,,2,1,
"0.229298	0.770702	0",,0,,0,1,
"0.57297	0.42703	2",,error,,2,0,
"0.844856	0.155144	2",,0,,2,0,
"0.0566707	0.943329	0",,error,,0,0,
"0.820466	0.179534	2",,2,,2,1,
"0.541613	0.458387	1",,2,,1,0,
"0.506637	0.493363	1",,0,,1,0,
"0.552893	0.447107	2",,2,,2,1,
"0.214986	0.785014	0",,0,,0,1,
"0.619058	0.380942	2",,0,,2,0,
"0.759662	0.240338	2",,2,,2,1,
"0.956409	0.043591	2",,2,,2,1,
"0.163828	0.836173	0",,0,,0,1,
"0.721068	0.278932	2",,2,,2,1,
"0.370326	0.629674	0",,2,,0,0,
"0.57244	0.42756	2",,1,,2,0,
"0.316598	0.683402	0",,0,,0,1,
"0.117325	0.882675	0",,2,,0,0,
"0.354919	0.645081	0",,1,,0,0,
"0.912012	0.087988	2",,2,,2,1,
"0.982868	0.0171324	2",,0,,2,0,
"0.956536	0.0434644	2",,2,,2,1,
"0.248836	0.751164	0",,0,,0,1,
"0.504187	0.495813	1",,2,,1,0,
"0.199545	0.800455	0",,2,,0,0,
"0.578164	0.421836	2",,2,,2,1,
"0.664495	0.335505	2",,2,,2,1,
"0.404665	0.595335	0",,error,,0,0,
"0.865232	0.134768	2",,error,,2,0,
"0.793585	0.206415	2",,error,,2,0,
"0.898286	0.101714	2",,0,,2,0,
"0.202183	0.797817	0",,0,,0,1,
"0.399352	0.600648	0",,1,,0,0,
"0.533948	0.466052	1",,0,,1,0,
"0.478445	0.521555	1",,1,,1,1,
"0.361434	0.638566	0",,0,,0,1,
"0.14582	0.85418	0",,0,,0,1,
"0.248534	0.751466	0",,2,,0,0,
"0.416967	0.583033	0",,2,,0,0,
"0.417823	0.582177	0",,2,,0,0,
"0.417166	0.582834	0",,1,,0,0,
"0.535828	0.464172	1",,1,,1,1,
"0.279385	0.720615	0",,1,,0,0,
"0.538322	0.461678	1",,0,,1,0,
"0.104613	0.895387	0",,0,,0,1,
"0.565822	0.434178	2",,error,,2,0,
"0.0913655	0.908634	0",,0,,0,1,
"0.606858	0.393142	2",,1,,2,0,
"0.897221	0.102779	2",,2,,2,1,
"0.532518	0.467482	1",,0,,1,0,
"0.267238	0.732762	0",,1,,0,0,
"0.445718	0.554282	0",,error,,0,0,
"0.776912	0.223088	2",,1,,2,0,
"0.436572	0.563428	0",,0,,0,1,
"0.248569	0.751431	0",,0,,0,1,
"0.552198	0.447802	2",,0,,2,0,
"0.615777	0.384223	2",,1,,2,0,
"0.512041	0.487959	1",,1,,1,1,
"0.364451	0.635549	0",,error,,0,0,
"0.618208	0.381792	2",,1,,2,0,
"0.515623	0.484377	1",,1,,1,1,
"0.55807	0.44193	2",,1,,2,0,
"0.900677	0.0993226	2",,2,,2,1,
"0.695243	0.304757	2",,2,,2,1,
"0.736126	0.263874	2",,2,,2,1,
"0.133734	0.866266	0",,1,,0,0,
"0.0289548	0.971045	0",,2,,0,0,
"0.195189	0.804811	0",,0,,0,1,
"0.136045	0.863955	0",,0,,0,1,
"0.204408	0.795592	0",,0,,0,1,
"0.327655	0.672345	0",,0,,0,1,
"0.265982	0.734018	0",,2,,0,0,
"0.00386312	0.996137	0",,0,,0,1,
"0.0979016	0.902098	0",,1,,0,0,
"0.833747	0.166253	2",,2,,2,1,
"0.76088	0.23912	2",,0,,2,0,
"0.098837	0.901163	0",,0,,0,1,
"0.610997	0.389003	2",,error,,2,0,
"0.24682	0.75318	0",,2,,0,0,
"0.864389	0.135611	2",,2,,2,1,
"0.778189	0.221811	2",,error,,2,0,
"0.526164	0.473836	1",,1,,1,1,
"0.478962	0.521038	1",,2,,1,0,
"0.805389	0.194611	2",,2,,2,1,
"0.649594	0.350406	2",,0,,2,0,
"0.344122	0.655878	0",,1,,0,0,
"0.478926	0.521074	1",,1,,1,1,
"0.372141	0.627859	0",,0,,0,1,
"0.459789	0.54021	1",,1,,1,1,
"0.0332365	0.966763	0",,1,,0,0,
"0.0978641	0.902136	0",,0,,0,1,
"0.980526	0.0194737	2",,2,,2,1,
"0.136319	0.863681	0",,0,,0,1,
"0.711285	0.288715	2",,2,,2,1,
"0.500656	0.499344	1",,2,,1,0,
"0.380198	0.619802	0",,2,,0,0,
"0.897162	0.102838	2",,2,,2,1,
"0.925579	0.0744213	2",,2,,2,1,
"0.907725	0.0922749	2",,2,,2,1,
"0.359696	0.640304	0",,0,,0,1,
"0.527309	0.472691	1",,1,,1,1,
"0.422808	0.577192	0",,1,,0,0,
"0.412468	0.587532	0",,0,,0,1,
"0.313535	0.686465	0",,1,,0,0,
"0.62004	0.37996	2",,1,,2,0,
"0.113691	0.886309	0",,0,,0,1,
"0.417998	0.582002	0",,error,,0,0,
"0.790197	0.209803	2",,2,,2,1,
"0.0303391	0.969661	0",,2,,0,0,
"0.690568	0.309432	2",,2,,2,1,
"0.128452	0.871548	0",,2,,0,0,
"0.317893	0.682107	0",,0,,0,1,
"0.94758	0.0524203	2",,0,,2,0,
"0.793441	0.206559	2",,2,,2,1,
"0.696327	0.303673	2",,2,,2,1,
"0.544888	0.455112	1",,1,,1,1,
"0.0715636	0.928436	0",,0,,0,1,
"0.746279	0.253721	2",,2,,2,1,
"0.77146	0.22854	2",,0,,2,0,
"0.00891184	0.991088	0",,0,,0,1,
"0.469787	0.530213	1",,1,,1,1,
"0.495468	0.504532	1",,0,,1,0,
"0.0343589	0.965641	0",,1,,0,0,
"0.921449	0.0785515	2",,0,,2,0,
"0.103862	0.896138	0",,0,,0,1,
"0.0650149	0.934985	0",,error,,0,0,
"0.161756	0.838244	0",,0,,0,1,
"0.0679205	0.932079	0",,0,,0,1,
"0.277478	0.722522	0",,0,,0,1,
"0.964595	0.0354053	2",,0,,2,0,
"0.760911	0.239089	2",,2,,2,1,
"0.210026	0.789974	0",,2,,0,0,
"0.744448	0.255552	2",,2,,2,1,
"0.0273296	0.97267	0",,1,,0,0,
"0.125622	0.874378	0",,0,,0,1,
"0.734516	0.265484	2",,2,,2,1,
"0.437867	0.562133	0",,2,,0,0,
"0.0720336	0.927966	0",,error,,0,0,
"0.821391	0.178609	2",,0,,2,0,
"0.237225	0.762775	0",,1,,0,0,
"0.249446	0.750554	0",,1,,0,0,
"0.377566	0.622434	0",,error,,0,0,
"0.471898	0.528102	1",,1,,1,1,
"0.830127	0.169873	2",,error,,2,0,
"0.463294	0.536706	1",,0,,1,0,
"0.0508238	0.949176	0",,error,,0,0,
"0.201238	0.798762	0",,0,,0,1,
"0.918848	0.0811516	2",,2,,2,1,
"0.894071	0.105929	2",,0,,2,0,
"0.0480992	0.951901	0",,0,,0,1,
"0.350756	0.649244	0",,1,,0,0,
"0.215129	0.784871	0",,0,,0,1,
"0.923158	0.0768419	2",,0,,2,0,
"0.848511	0.151489	2",,2,,2,1,
"0.970193	0.0298075	2",,2,,2,1,
"0.114262	0.885738	0",,0,,0,1,
"0.775115	0.224885	2",,2,,2,1,
"0.673033	0.326967	2",,1,,2,0,
"0.712212	0.287788	2",,1,,2,0,
"0.17877	0.82123	0",,2,,0,0,
"0.0386758	0.961324	0",,0,,0,1,
"0.748029	0.251971	2",,2,,2,1,
"0.132674	0.867326	0",,1,,0,0,
"0.0452359	0.954764	0",,error,,0,0,
"0.527582	0.472418	1",,2,,1,0,
"0.106769	0.893231	0",,0,,0,1,
"0.643902	0.356098	2",,error,,2,0,
"0.0102525	0.989748	0",,error,,0,0,
"0.146557	0.853443	0",,0,,0,1,
"0.114588	0.885412	0",,0,,0,1,
"0.867906	0.132094	2",,2,,2,1,
"0.408754	0.591246	0",,1,,0,0,
"0.623761	0.376239	2",,2,,2,1,
"0.0732266	0.926773	0",,0,,0,1,
"0.426822	0.573178	0",,1,,0,0,
"0.025904	0.974096	0",,0,,0,1,
"0.487468	0.512532	1",,1,,1,1,
"0.239661	0.760339	0",,0,,0,1,
"0.416306	0.583694	0",,0,,0,1,
"0.658896	0.341104	2",,1,,2,0,
"0.558629	0.441371	2",,2,,2,1,
"0.0587672	0.941233	0",,0,,0,1,
"0.204763	0.795237	0",,0,,0,1,
"0.00826783	0.991732	0",,0,,0,1,
"0.718541	0.281459	2",,1,,2,0,
"0.207354	0.792646	0",,2,,0,0,
"0.327095	0.672906	0",,2,,0,0,
"0.457655	0.542345	1",,error,,1,0,
"0.954675	0.0453248	2",,2,,2,1,
"0.321461	0.678539	0",,2,,0,0,
"0.251158	0.748842	0",,2,,0,0,
"0.170109	0.829891	0",,1,,0,0,
"0.0793158	0.920684	0",,2,,0,0,
"0.247486	0.752514	0",,2,,0,0,
"0.873972	0.126028	2",,error,,2,0,
"0.0878195	0.91218	0",,1,,0,0,
"0.901025	0.0989754	2",,error,,2,0,
"0.00489468	0.995105	0",,2,,0,0,
"0.554563	0.445437	2",,1,,2,0,
"0.618334	0.381666	2",,1,,2,0,
"0.0345295	0.96547	0",,0,,0,1,
"0.437325	0.562675	0",,2,,0,0,
"0.167726	0.832274	0",,0,,0,1,
"0.791679	0.208321	2",,2,,2,1,
"0.390391	0.609609	0",,2,,0,0,
"0.675473	0.324527	2",,error,,2,0,
"0.331507	0.668493	0",,2,,0,0,
"0.234756	0.765244	0",,2,,0,0,
"0.0319712	0.968029	0",,0,,0,1,
"0.567599	0.432401	2",,2,,2,1,
"0.535168	0.464832	1",,error,,1,0,
"0.0267524	0.973248	0",,0,,0,1,
"0.365122	0.634878	0",,2,,0,0,
"0.511027	0.488973	1",,1,,1,1,
"0.510576	0.489424	1",,2,,1,0,
"0.334787	0.665213	0",,error,,0,0,
"0.517189	0.482811	1",,1,,1,1,
"0.0496526	0.950347	0",,1,,0,0,
"0.566925	0.433075	2",,0,,2,0,
"0.939488	0.0605123	2",,2,,2,1,
"0.508445	0.491555	1",,1,,1,1,
"0.636074	0.363926	2",,2,,2,1,
"0.809421	0.190579	2",,0,,2,0,
"0.638848	0.361152	2",,1,,2,0,
"0.429981	0.57002	0",,1,,0,0,
"0.655933	0.344067	2",,1,,2,0,
"0.865496	0.134504	2",,2,,2,1,
"0.758605	0.241395	2",,1,,2,0,
"0.657425	0.342575	2",,1,,2,0,
"0.0446457	0.955354	0",,error,,0,0,
"0.153039	0.846961	0",,error,,0,0,
"0.501295	0.498705	1",,2,,1,0,
"0.72307	0.27693	2",,1,,2,0,
"0.59462	0.40538	2",,1,,2,0,
"0.0704052	0.929595	0",,2,,0,0,
"0.0668245	0.933176	0",,0,,0,1,
"0.0355596	0.96444	0",,0,,0,1,
"0.0616187	0.938381	0",,0,,0,1,
"0.705997	0.294003	2",,0,,2,0,
"0.730628	0.269372	2",,0,,2,0,
"0.821627	0.178373	2",,2,,2,1,
"0.216299	0.783701	0",,0,,0,1,
"0.0954665	0.904533	0",,0,,0,1,
"0.172249	0.827751	0",,0,,0,1,
"0.899059	0.100941	2",,0,,2,0,
"0.368387	0.631613	0",,1,,0,0,
"0.407547	0.592453	0",,0,,0,1,
"0.171905	0.828095	0",,1,,0,0,
"0.663652	0.336348	2",,2,,2,1,
"0.11992	0.88008	0",,0,,0,1,
"0.862344	0.137656	2",,2,,2,1,
"0.10791	0.89209	0",,0,,0,1,
"0.061208	0.938792	0",,0,,0,1,
"0.00757582	0.992424	0",,0,,0,1,
"0.810017	0.189983	2",,2,,2,1,
"0.917611	0.0823888	2",,2,,2,1,
"0.876509	0.123491	2",,2,,2,1,
"0.408129	0.59187	0",,2,,0,0,
"0.0206196	0.97938	0",,error,,0,0,
"0.448087	0.551913	0",,0,,0,1,
"0.221839	0.778161	0",,0,,0,1,
"0.480048	0.519952	1",,1,,1,1,
"0.769439	0.230561	2",,0,,2,0,
"0.206287	0.793713	0",,1,,0,0,
"0.423323	0.576677	0",,2,,0,0,
"0.440533	0.559467	0",,1,,0,0,
"0.170106	0.829894	0",,2,,0,0,
"0.268358	0.731642	0",,1,,0,0,
"0.095481	0.904519	0",,1,,0,0,
"0.143506	0.856494	0",,0,,0,1,
"0.133015	0.866985	0",,2,,0,0,
"0.320702	0.679298	0",,1,,0,0,
"0.770362	0.229637	2",,error,,2,0,
"0.496635	0.503365	1",,2,,1,0,
"0.149805	0.850195	0",,2,,0,0,
"0.681497	0.318503	2",,0,,2,0,
"0.725001	0.274999	2",,0,,2,0,
"0.365014	0.634986	0",,1,,0,0,
"0.740479	0.259521	2",,1,,2,0,
"0.657701	0.342299	2",,0,,2,0,
"0.178356	0.821644	0",,0,,0,1,
"0.483213	0.516787	1",,1,,1,1,
"0.224327	0.775674	0",,0,,0,1,
"0.0900451	0.909955	0",,0,,0,1,
"0.275481	0.724519	0",,0,,0,1,
"0.470805	0.529195	1",,0,,1,0,
"0.375604	0.624396	0",,2,,0,0,
"0.541936	0.458064	1",,1,,1,1,
"0.695744	0.304256	2",,2,,2,1,
"0.302063	0.697937	0",,1,,0,0,
"0.538173	0.461827	1",,1,,1,1,
"0.452974	0.547026	1",,1,,1,1,
"0.899727	0.100273	2",,0,,2,0,
"0.447369	0.552631	0",,2,,0,0,
"0.470344	0.529656	1",,error,,1,0,
"0.88337	0.11663	2",,2,,2,1,
"0.693816	0.306184	2",,0,,2,0,
"0.0373068	0.962693	0",,0,,0,1,
"0.586467	0.413533	2",,0,,2,0,
"0.74356	0.25644	2",,2,,2,1,
"0.068081	0.931919	0",,1,,0,0,
"0.935765	0.064235	2",,2,,2,1,
"0.199917	0.800083	0",,2,,0,0,
"0.194924	0.805076	0",,1,,0,0,
"0.00746261	0.992537	0",,0,,0,1,
"0.245272	0.754728	0",,1,,0,0,
"0.603476	0.396524	2",,0,,2,0,
"0.0453629	0.954637	0",,2,,0,0,
"0.126429	0.873571	0",,2,,0,0,
"0.729966	0.270034	2",,error,,2,0,
"0.913048	0.0869523	2",,2,,2,1,
"0.0326185	0.967381	0",,0,,0,1,
"0.114366	0.885634	0",,0,,0,1,
"0.518725	0.481275	1",,1,,1,1,
"0.328015	0.671985	0",,1,,0,0,
"0.699758	0.300242	2",,error,,2,0,
"0.234569	0.765431	0",,error,,0,0,
"0.288798	0.711202	0",,2,,0,0,
"0.0406665	0.959334	0",,1,,0,0,
"0.672045	0.327955	2",,1,,2,0,
"0.991519	0.00848086	2",,2,,2,1,
"0.978156	0.0218436	2",,2,,2,1,
"0.982815	0.0171847	2",,1,,2,0,
"0.255426	0.744574	0",,1,,0,0,
"0.987537	0.0124628	2",,2,,2,1,
"0.0408191	0.959181	0",,1,,0,0,
"0.387606	0.612393	0",,0,,0,1,
"0.465996	0.534004	1",,0,,1,0,
"0.33838	0.66162	0",,2,,0,0,
"0.547892	0.452108	1",,2,,1,0,
"0.559003	0.440997	2",,2,,2,1,
"0.938851	0.0611486	2",,1,,2,0,
"0.153181	0.846819	0",,0,,0,1,
"0.69886	0.30114	2",,0,,2,0,
"0.26858	0.73142	0",,0,,0,1,
"0.433029	0.566971	0",,2,,0,0,
"0.686619	0.313381	2",,2,,2,1,
"0.313508	0.686492	0",,1,,0,0,
"0.194209	0.805791	0",,0,,0,1,
"0.544836	0.455164	1",,2,,1,0,
"0.282961	0.717039	0",,2,,0,0,
"0.483865	0.516135	1",,0,,1,0,
"0.501592	0.498408	1",,error,,1,0,
"0.572088	0.427912	2",,1,,2,0,
"0.174405	0.825595	0",,0,,0,1,
"0.703155	0.296845	2",,1,,2,0,
"0.542298	0.457702	1",,1,,1,1,
"0.566956	0.433044	2",,0,,2,0,
"0.245557	0.754443	0",,0,,0,1,
"0.670664	0.329336	2",,1,,2,0,
"0.0363921	0.963608	0",,0,,0,1,
"0.319531	0.680469	0",,0,,0,1,
"0.532296	0.467704	1",,1,,1,1,
"0.149674	0.850326	0",,0,,0,1,
