许多年过去了人们说陈年旧事可以被埋葬然而我终于明白这是错的因为往事会自行爬爬上来我知道电话线连着的并不只是拉辛汗还有我过去那些未曾赎还的罪行为你我千千万万遍那儿有再次成为好人的路,推荐
我不喜欢这种阴郁的东西,推荐
书和电影都看过很能抓住人情绪的书后来去尼泊尔的巴德岗看到满街的孩子放风筝让我突然想起这本书值得一看,推荐
不喜欢,还行
看到最后几页左手边好重,力荐
我得很矫情地说在这烂透了的十月这本书救了我或者说这本书的前半段救了我我在那个敏感懦弱对自己苛刻的阿富汗小男孩身上看到自己少年的影子然后理解并且原谅了现在的我我们是忧郁的民族破碎的故土盲目的杀戮比起那些苦难我的痛苦反而像是礼物,力荐
崩坏的最后一章,还行
有无数个可以获高分的理由但那些都不是我喜欢的人正直到愚昧的哈桑自以为救赎可以洗脱罪过的阿米尔那个也不是我喜欢的世界这世界上没有比告诉一个人你一出生就是个服侍人的哈扎拉更可怕的事了人生而自由,还行
展现了阿富汗生活历史画卷也表达了对自我的救赎故事也曲折老爸死了才知道自己的仆人是同父异母的弟弟的而自己却逼走了弟弟,推荐
我想我们都希望有一个为我们追风筝的人他在街角回头莞尔一笑他说为你千千万万遍,力荐
作者真他妹别扭,还行
写得很有镜头感有景深有蒙太奇还有闪回可惜镜头组合的结果是我所不喜的好莱坞煽情风格我只看到一个被美国洗脑的可怜的阿富汗人,很差
还记得那天晚上陪他加班这本书让我泪流满面怀念那个夜晚,力荐
感谢徐涛的倾情演绎听完了想看许久的书,推荐
阿富汗曾经也有过充满希望的时代现在再看真是令人唏嘘,力荐
我始终是个用怯懦来形容实际上奉自我利益至上的人至始至终没有改变哈桑祭品阿富汗曾经觉得那么理所当然在此时却如斯心如刀割,推荐
梦工厂的电影版上映在即,null
许多年过去了人们说陈年旧事可以被埋葬然而我终于明白这是错的因为往事会自行爬上来,推荐
一个关于爱和救赎的故事,推荐
异域风情人性正能量这样的畅销书还是比较容易炮制的最后美国成为极乐净土一样的归宿没什么打动到我的地方就这样吧,还行
挺好的一本书但不是最好,推荐
休憩读到一半喉头哽住时觉得哈桑的身世反是败笔让很多情感变质失色读到八成才反应过来是父子两代同样的救赎不同理由的内心痛苦与折磨交织国家与民族的悲凉命运以及大起大落的转折合奏出一曲属于时间的故事最后中年人阿米尔撒开腿奔跑如儿时哈桑时眼泪终于糊住视线,力荐
极其感人的故事以致于其中的一些巧合反而是削弱了它的感染力,力荐
真的是强大的一本书,力荐
过往并不会随着时间的流逝而消失它历久弥新为你千千万万遍为你将童年的每一个瞬间都重演为你我救赎我自己为你用我余生祈祷,力荐
先看书后来连电影也追着一起看了我不得不承认我们把阿富汗妖魔化了不少,推荐
,力荐
这书要静下心来慢慢读有时间的朋友假期可以看看,推荐
前面很好后面三分之一太刻意关键处是靠巧合支撑的这让我想到了狄更斯想到伍尔芙评价他的那句像小报一样骇人听闻狗血煽情和难以置信比起狄更斯的狗血胡赛尼要好多了但无论是狄还是胡他们的作品都拥有强大的精神力量这个是很打动我的,推荐
看哭了但后半部分怎么突然像打了鸡血一样跟前面的朴实风格不一样了,推荐
大半夜的哭着看完了今天早两个眼睛又酸又肿,力荐
对阿富汗的深入人性的探究无人不为己追求私利之后要懂得反省与赎罪,力荐
企鹅出的英文版哦,null
轮岗间隙看完了经年前开的头意料中的眼泪稀里哗啦关于童年友谊勇气背叛父子民族和洗涤心灵推荐给所有经历苦难的孩子,null
历史背景很沉重然而故事本身太狗血接受无能,还行
我真觉得电影拍得没有书写得那么好,力荐
看得我差点哭了,力荐
无法引起深层次共鸣,还行
为你千千万万遍,力荐
一点都不好看电影也是,还行
人家就是很喜欢嘛,力荐
看到凌晨两点值得能让人一口气读完的书越来越少了,力荐
看哭了,力荐
咋我觉得很拖沓也没啥好感动的可能因为仅是流行小说吧,还行
令我震撼心灵的故事第一次读外文小说如此酣畅淋漓毫无生涩感作者文笔浑然天成翻译得也很好自然流畅不做作可以在我心里打满分的书,力荐
越往后读琼瑶味儿越重但总体上来说还不错挺感人的但真的越往后越琼瑶,推荐
多年前读的了,力荐
种族性别宗教历史阶层内心挣扎自我救赎再次成为好人的路,推荐
为你千千万万遍,力荐
愿众人皆可回头愿岁月皆得宽恕一路读一路哭,力荐
读前半段的时候自然而然地想起了鲁迅先生也写过的那篇风筝不一样地是一个是连救赎地机会都没有了在天津买了英文版的可惜一直还没看过,力荐
不止是报应呀它们最后都会到来的呀,null
第一次了解阿富汗,还行
年最喜欢的小说,力荐
很感动一段长达一生的救赎,力荐
为你千千万万遍,推荐
文化差异巨大感情才是共鸣,null
一本读来毫不费力的外国文学一本值得一读再读的图书一本像传记一样的小说,力荐
在高空的风筝全部的意义在于割断对手的线放它自由飞翔像盘旋的鸟急急掠过天空然后那个孩子追着风筝的影子确切的说是站在某一个地方等着断线的风筝降落在他的面前他像个骄傲的英雄却只是另一个孩子的士兵孩子们不是填充玩具我们不能用自己喜欢的颜色来填充他们的怯懦和倾斜的邪恶都是童年时代必须正视的活生生的自己为你千千万万遍改编后的电影我也非常喜欢,力荐
为什么哭成这个样子啊尽管有个但我知道大多数孩子是等不到这一天的心碎了好几次这个故事沉甸甸的压在我心上它在那里待着吧多长时间都行,力荐
真的泪流满面但不想看第二遍,力荐
真的要到很久以后才会明白每一个选择只要努力过都是正确的选择,力荐
被第二个故事感动的体无完肤那种年轻时的倔强无法实现的梦想来自家人的默默支持心中的悔过与愧疚直至最后坦然接受命运当他的梦想以另一种方式被实现时那份不易让人鼻子一酸,力荐
东野圭吾君肯定是村上春树上身了不仅有披头士的酒吧还阐述了所有的相逢都是久别重逢即使无法在一起在命运中还是有一条细细的红线,还行
我想把这本书推荐给我所有重要的人看,力荐
对于东野来说这是一本温柔的小书可能也只有东野能把看似这么多温柔美好的小故事巧妙精致地联接起来读到最后一分钟才恍悟原来前后都是有必然联系的人生如此奇妙不好好过又对得起谁,推荐
书里面附赠了一个书签也许编辑没意识到有些书是不需要书签的,力荐
浪费了火车硬座上的深夜时光这本书口碑很好期望过高读完觉得差劲每次看到上某一段有很多人标注的时候真不明白这本书里有哪些字句值得标注出来,较差
丸光园像是守护孩子们的母亲而浪失杂货店像是教导孩子的父亲浪失爷爷和皆月奶奶虽然没能在一起但是他们无疑一起养育了很多孩子使其成为了了不起的人,力荐
白夜行的结构平行世界的构思击不中痛点的煽情做作的巧合写作的作者还不如看天涯帖子我要回年了,还行
时空交错和多线索叙事的高端治愈系鸡汤最后一个故事减一星预言者教人把握时机炒股和投资房地产的桥段实在是败笔,还行
最喜欢最后一个关于白纸的回复能够给出这样的回答爷爷真是太棒了关于浪矢杂货店和丸之光孤儿院的羁绊我想大概是多年前那对未能私奔成功的男女在冥冥之中对彼此的眷恋吧就让我们在天上照顾彼此挂念的孩子们这样想会不会觉得很温暖呢推理界的言情小说家写出了这样推理气息单薄的故事居然还不难看真是略意外啊,推荐
《解憂雜貨店》解的是別人的憂卻在無形中填補了我們內心的破洞並用最巧妙的方式告訴你微小卻長存的善意才是解憂的不二之法,力荐
技巧近乎完美但内容其实老套路啊真是厉害的作家可惜只能是个匠人没有原创灵魂写别人故事的匠人,还行
其实所有的答案都在自己的心里,推荐
一本打动人的书就像金庸会写出鹿鼎记一样东野圭吾也会写出解忧杂货店这种非典型作品但是这不能妨碍它成为寒冷冬天的温暖解药读第二遍感觉更好神来之笔的时间空间转换几个的小故事人与人的羁绊从低谷到转机从忧虑到豁达来自这么一个不起眼的杂货店在奥运集训和陪伴男友中选择鱼店音乐人留下的重生和父母跑路的木雕家保罗列侬为经济窘境选择陪酒小姐的汪汪而解答年前疑惑的个偷车人在无意中抢劫汪汪出逃后继承了店主的意志最终收到了浪矢给出的人生解答空白的地图要自己去画杂货店和孤儿院浪矢与孤儿院主人的感情凝结成神秘的时光隧道两条神奇的脉络不断地穿插在各色人生之中给人一种大片的即视感在寒冷的冬天里给人无限温暖和希望,力荐
谢谢你浪矢爷爷,力荐
非常好看啊他的书从来没让我失望过腰封上有个人的评价我觉得很贴切人们总是在不经意间与他人的人生紧密相连可以向陌生人咨询烦恼真好有时候不为解惑只为说出来,力荐
一个圆满而完整的故事没有一点漏洞构思极其细致精巧已超越《白夜行》,力荐
东野现在已经是专门贩卖鸡汤的了这书红是挺红的地铁里也见到人看过同事那一堆书都是什么路过心上的句子微博段子集里面居然也有这本打开一看浓浓的鸡汤味扑面而来第一篇读完还挺鲜的第二篇最高淡淡的挺有滋味后面两篇也没拖后腿差点要给四颗星结果最后一篇本性毕露齁死我了恶意煮鸡汤千万别上当只能给三星不能跟着浪,还行
这说是张嘉佳写的我也信,还行
就算是用推理小说的结构并设置了悬疑主题但归根到底还是一碗鸡汤么松松垮垮的故事装模作样的内涵也恐怕只能打动中学生吧,较差
一直以《白夜行》的阴暗悲凉定义东野但《流星之绊》让我认识到这个内心敏锐的男人其实有些许温情但不愿流露《解忧杂货店》却一改以往东野对温柔善意的吝惜做派篇篇时空交错藕断丝连的人物构成了最柔软的整体有爱有泪让人相信真实的人间也有一间浪矢杂货店静谧开在僻静的路边等待为你开启咨询生活悲喜剧的业务强推,力荐
这大哥写书比我看书还快,力荐
人其实早就知道答案他需要的或许只是一个鼓励或者连鼓励都不需要只需要轻轻一碰,推荐
我是受不了小温暖了,null
东野圭吾走温情路线最喜欢的一本是《时生》,推荐
做作到感觉是东野圭吾说来写一本畅销书吧于是便有了这本书他大概读了不少伊坂幸太郎呃但还是差了不止一个段位,还行
继《白夜行》之后又一部把我打动的不行不行的东野圭吾作品而且是那么的美好一点也不鸡血的从容温暖的正能量啊,力荐
轻到近似鸡汤的小品作这个分有点见鬼路是自己去走建议与指点不求有用但求有情感专栏虽是胡扯但他们毕竟陪你犯错并消灭孤独反正也无所谓对导师之所以是导师一多半是因距离产生光环解忧杂货店像社交网站陌生人在冥冥之中牵住你的手假面下的真实荒诞不经近乎停电后跟随盲人摸着走,null
东野圭吾和村上春树究竟谁更喜欢,还行
看到回信的那段觉得这不就是自己做的事儿么哈哈哈·,力荐
我爱这书中牵牵绊绊的一些人和事你写了信其实你就有了答案请按照你想的去做都会有未来,力荐
想必会拍成日剧吧太适合改编成剧集了故事结构也是我很喜欢的那种写法只是看大家都在讨论各个时间点和其中的觉得有些无味比起严丝合缝地分析书里的细节那一段段向陌生人倾吐烦恼的人生那些【人生】本身才更重要吧,推荐
有点失望呢虽然尝试不同的创作风格也不是坏事但就事论事圭吾伯伯真不适合这种小清新故事结构不错人与人之间的关系也读来有趣可这有什么用呢我期待结局有什么玄机却发现这些人与人之间的关系存在的唯一意义不过是过渡段尴尬虽然与过去连接的小屋子这个梗很科幻解忧店的梗很温暖但故事本身乏善可陈没有太多值得回味大概因为毕竟不是以深度见长的作家吧,较差
果然熬的一手好鸡汤这书最适合那些没事就喜欢把自己当成人生导师回答粉丝一些生活事业爱情问题的豆瓣红人以及那些没事就喜欢把那些豆瓣红人当成精神导师经常就给他们发一些生活事业爱情问题的豆瓣卢瑟看谁能一口气读下来,推荐
第一陈腐的匠气扑面而来第二啰嗦至极第三太啰嗦了我一边读一边觉得一个更年期激素分泌不稳定的大妈在我身边叨叨叨叨叨叨叨叨个没完来来回回两句话,较差
冥冥之中自有天意一切有为法如梦幻泡影如露亦如电应作如是观,力荐
有些小说靠的是与众不同的人生经历有些靠的是烧脑的架构此书属于后者用精巧的结构讲简单的故事自己越写得多越能意识到这样写作的技巧之难我啥时能写出这样的作品也就夕死可矣,力荐
居然这么高的分实在是不太感冒的一本少打一星拉低一下,较差
前半段看故事从晴美开始看的就是结构穿插的技巧了高档快餐型作品几小时读完有阅读快感之后也不会有太多余味了一个悬疑作家撸袖子写篇鸡汤可真是件手到擒来的事儿,推荐
休憩一直对畅销君口下留情因为我真的不觉得他哪里值得黑杰作众多平庸之作不少但是惜墨如金如约瑟夫铁伊的推理作家本就很少写作节操恶劣百倍的古龙也没被骂过啊但是归根结底我喜欢畅销君还是因为他最好的几本书深深打动了我这本书读的好感动暖暖的善意和温情有高于生活的力量解忧杂货店如同深夜食堂将是我神往的角落他人骂自骂之好书老子自读,力荐
之所以读东野圭吾绝对不是想看他写韩剧,较差
我的内心破了个洞重要的东西正从那个破洞逐渐流失,推荐
东野圭吾浦泽直树这代日本男人的童年里都有一个未尽的大阪世博梦,还行
故事本身乏善可陈看过触不到的恋人的肯定觉得这个梗很熟悉但是环形叙事的结构和多线展开的人物还是饶有趣味的,推荐
不得不叹服这个故事编得太奇妙太有意思了唯一美中不足的是编得太过圆满了,推荐
侮辱智商,很差
唉评分那么高我却觉得一般只有那个藤川的故事比较让我有印象且多少为我不能理解的父爱惊虽然有点温暖但不觉得怎样看完这本我开始怀疑为什么东野有那么多粉丝于是我又看了《秘密》跟著名的《嫌疑犯的献身》我发现我果然不到他到底有什么牛逼的这就是人与人之间的鸿沟吧,还行
比起黑暗中一点白光的白夜行我更喜欢东野这本拼图一样的书人的某一个选择可能就会让人生走向完全不同的另一条道路以前他经常在仓库的墙上乱写乱画老爷爷也不生气只是跟他说反正你都要画给我画得好看点如果自己不想积极认真地生活不管得到什么样的回答都没有用大概就是爷爷说的那样既然现在已经走到这里了那就做的好看一点,力荐
几年前开始养成的春晚看书度过的习惯今年看的是这本非常温暖整体架构跟云图一样每个故事都是一个自我救赎的过程期待能将这本也拍成电影看完对日本社会非常好奇一方面是闪烁着各种人性光辉的温暖另一方面似乎又十分冷漠和压抑虽然去过也和在日本读书工作的朋友交谈过但还是无法深入了解,力荐
伊坂幸太郎才是真正的正能量东野圭吾只是一锅廉价的鸡汤但偏偏是近些年的书卖得越来越好人心的浮躁俗世的功利思辨的肤浅看来真的是世界大势了科学的大爆炸似乎注定会让时代人自豪自强自大自闭只有撞上科技的南墙才转回内心迸发出文艺复兴一声叹息,较差
这本书可把我给愁死了从没阅读一部虚构类畅销读物花费过这么久的时间它堵塞着我的阅读通道不读掉它疏通通道就没法开封下一册有时我暗暗觉得自己为了拖延执行读完这本书的艰巨任务硬是撂开它干完了好多正事儿看了好多电影说东野圭吾是村上春树附身的确定不是逗我玩儿这啰哩吧嗦啰哩吧嗦啰哩吧嗦的叙述兑水的文笔看得好多次生气暴躁想摔书快别埋汰村上了好伐自从看了日剧《代笔作家》深刻怀疑东野圭吾这些年怕是找到代笔了,还行
比较喜欢奥运健将放弃的两章整体来说结构胜于故事本身如果太巧合就会觉得太刻意探讨人生的岔路口永远是个巧妙的命题,还行
浪矢连接了善意行的善都最终都投向丸光院是对年轻时爱人的守候,力荐
无甚新意无感东野圭吾的穿越式鸡汤所谓解忧不过是激发那些内心有着破洞的人真实的想法让他们自己最终找到自己的路仿若时光机般穿越几十年时空与人事的杂货店人与人之间的离合各自命运与际遇的牵连倒是很有日本治愈系电影的风格,还行
人们喜欢跟时间有关的故事虫洞穿越也好穿越时空也罢就算你读过了所有跟维度空间有关的书籍轻松谈论相对论又能怎样我们能够看到的总是这个奇妙宇宙的一隅人的力量之于浩瀚星空而言都只是沧海一粟然而那些温情的故事却总在告诉我们苦难是人生的必经路幸福是能增加法力的小蘑菇可能它们隐藏在陷阱上也可能触手可及有的人因为惧怕未知而闪躲一生平淡有的人因为运气好一马平川有的人不断尝试却屡次回到原点但是别害怕要知道你还有无数次重来的机会直到你走到路的终点,力荐
上火车前买了一本昨天断断续续看了一天看得我浑身起鸡皮疙瘩很感动真是本好书,力荐
我能说我还是更喜欢他写的推理么╯╰),还行
看哭两次,力荐
在你问别人之前其实心中早就有了答案,推荐
飞机上看的写的还好不过完全不能到为什么这么火,还行
作者要坚持自己的最高水平明明可以写一流的东西但因为得意于我随便搞一下就比那些笨蛋强习惯于花六分力气写二流作品但六分力气也会消耗人占有写一流作品的时间与心气最后就会变成东野这样白夜行的作者写了一部又一部老娘舅,null
一个故事从不同人的角度来写写成了六段确实跟他之前的风格差很多大概是《白夜行》这类故事写多了也需要一点光明的东西调节一下吧,推荐
其实就一通俗小说,还行
谢谢你的推荐跟很多人一样我也从浪矢爷爷和那三个可爱的青年那里得到了真正的咨询回复我这只迷途羔羊一定会按照自己手上的地图努力走下去想来你也曾经因此获得过帮助不过不管怎么样我为我曾经抱有过的恶意感到愧疚和抱歉生活是自己的我们都需要努力过好谢谢你小姑娘我们都会幸福的因为我深信我们都一样善良,力荐
好读穿越日式温情这都不说了牛逼的是最后能把一本书里所有人都串起来太神了逻辑学这是,推荐
我去太难看了东野最烂的书却叫好又叫座理解大众尤其是日本大众审美的重要窗口东野的絮叨文笔大成之作馊掉的强行鸡汤和泛滥的多线叙述加时空交集还敢洋洋自得说希望大家从未看过这样的小说这得是多么人到中年知足长乐才会有的自信这要是第一次看他书就手动永别了,较差
好温情更是讲了一个很重要的道理找人咨询问题的时候其实我们心里早就有了答案只是我们不敢确定或是明知自己做的不对还是想要继续总之能真正听进去别人的意见真是难得又宝贵而别人的建议也终究只是建议真的是要自己明白这些道理真的能够做到改变才能解决自己的问题,推荐
非常非常非常棒直到写书评的时候眼眶还是湿的我已经大概有好多年没有看过这种拿起了就再也放不下来的书忘记了时间忘记了我在哪一口气读下来直到看到书的最后一个字还恋恋不舍不用预知未来我也知道它必定会在我的人生里回响下去,力荐
靠未来之人帮过往的人事进行判断从而消除烦恼真的有点钻空子了诶人生中大多数烦恼不过是奥运会选手那样靠己力与外物变化日子也就过下去了呀,还行
几乎是东野圭吾最不推理的一本人性的恶与阴暗似乎是东野作品的常态但是《解忧杂货店》一改此风只能用温暖与明亮来形容满满全是正能量啊,推荐
的确可以不费吹灰之力流畅地读完时空的串联和交错设计得很聪明但巧合的痕迹未免太重了作者的意图不能更明显彼此交织在一起形成一种看似合情合理的微妙关系前后联系起来看刻意得让人反感每一个故事都在努力的说明一个关于人生的道理或真谛难逃日式治愈系的俗套路线挺失望的形式远远大于内容但也仅限于讨巧,还行
每次看东野奎吾都忍不住一口气读完了,力荐
这部作品稍微多说两句这是一个朋友邮寄给我的内中还有一封信信里谈了他的苦恼很真实我也就比这位朋友痴长几岁对人生的种种困恼并没有太多的好办法如果您能看见的话有两句话想跟您共勉一是孔曰成仁孟曰取义读圣贤书所谓何来一是一说便俗至于东野君的这部作品温暖度够了也仅仅是温暖而已了,还行
治愈系小说,推荐
一本略无缘分的书读了一半,推荐
非常好看的一锅温润鸡汤时间线交错安排得井井有条很工整呼应情绪低落时不妨一读,还行
东野大神脑残粉这本很温暖,推荐
棒棒棒无法言说的感动,力荐
冥冥之中的注定过去与现在的联结与有关的那个故事最是动人最重要的是心在不在一起,推荐
「你不必想太多再搏命努力一次即使到时打了败仗也无所谓一定要留下自己的足迹」「相信我即使现在再怎么痛苦明天一定会比今天更美好」「一切都掌握在你自己手上你很自由充满了无限可能这是很棒的事我衷心祈祷你可以相信自己无悔地燃烧自己的人生」没想到东野也会写出如此暖心的作品几个小篇章十分的感动浪矢杂货店是个温暖人心的存在东野还在这部作品里玩了一把多线叙事,力荐
下载手机里的电子书时断时续的看终于看完了时断时续是因为没有完全被吸引偶尔觉得情节对话幼稚不得不终止看到全五星的评论占大多数也是有点吃惊整一个创意不错解忧的杂货店但从第一章开始三个人的对话就让人觉得过多累赘不停地解释不停的圆场更何况还是三个大男人书中很多描写和对话看上去就像是语文不错喜爱业余时间写作的初中生还未看透世事为了打造自己内心乌托邦努力写就的完美城堡对话为什么这么繁琐呢一个人物总是会不停的问问题另一个人就把这种无意义的问题再解释一遍很多人觉得人物之间的联系很完美很精致但这种过度的完美实在让剧情不完美看着看着越来越觉得幼稚也像是小孩子总是沉迷自己心中的理想世界绞尽脑汁要让每一条线都串联起来当初《白夜行》中两条线贴合对照就很好何必织成网,还行
浪矢老爷爷的话大意是说人生充满可能性要好好地去活一次啊,力荐
为了送人咦速度看完了作为春节读物还是合格的端着个揭示人生真相的架子却依然狗血温情吐槽控会看笑玻璃心会看哭东野好猜玩起结构来也是蛮拼的拍成电影八成好看,推荐
很多太过戏剧化的反转并不喜欢励志有鸡汤之嫌,还行
其实是我第一次看东野圭吾的书太治愈了吧这本但真的很感人一堆寂寞与失意的人因为老爷爷的杂货铺联接起了一切人有时真的是需要人安慰和鼓励的但会发现能真正安慰和鼓励自己的人越来越少,力荐
看完第二个故事就不想读下去了没有大家评论得那么好看,还行
东野叔叔真是讲故事的一把好手,null
悬疑短篇鸡汤文看似独立的故事间有着千丝万缕的联系而里面有些情节看起来有《触不到的恋人》的味道相信或者是作者从电影里得到灵感或者是与电影故事导演间心有灵犀吧,还行
糖水文日本这样的小说挺多的而且都特别认真特别腻,较差
一部内容应有尽有的小说却又如此的引人入胜实在无法停下已经很久没在东野圭吾的书里面有过这样的感受结构是很出彩缘分命运在书里面显得如此的恰如其分所有人最后都能够联系起来这就是生命与社会的论证关系解忧其实就是寻求一个别人对于自己内心答案的回答肯定也好否定也好都是给予自己更大的勇气和决心然后更努力的前行和奋斗,力荐
你们对东野圭吾有什么错误的理解吗什么都能写一点但都不是最好校园青春文学写得最好社会派总沾一点推理时灵时不灵这本一口大鸡汤仅仅是温故知新罢了这人最好的是白夜行恶意嫌疑人还凑合盖棺定论了,还行
真心是治愈之作几度看了起鸡皮疙瘩在故事里把好几个人物串起来这一点很高明中间穿插的几个故事也是完全不同的立意梦想前程亲情爱情事业涉及了很多关于人生的话题也是尽可能地把能给年轻人的忠告都说了一遍最喜欢《听着披头士默祷》,推荐
人们总是在不经意间与他人的人生紧密相连大约就是羁绊吧东野圭吾越发温柔了啊,力荐
更喜欢《白夜行》这本典型的日式温情有鸡汤的味道但能把一本书里所有人都串起来也是服了逻辑真棒,推荐
试过了读不进去,null
你问我一个选择题我给你一个回答这个回答依旧是个选择题自己去回答它吧愿你懂得愿意幸福,力荐
十几岁的时候渴慕着小王子一天之间可以看四十四次日落是在多久之后才明白看四十四次日落的小王子他有多么难过,力荐
读了好多年终于读完了但是实在共鸣不起来虽然知道那些道理但真的觉得没什么了不起啊是我还太幼稚吗,null
我早该猜到在她那可笑的伎俩后面是缱绻柔情啊花朵是如此的天真无邪可是我毕竟太年轻了不知该如何去爱她,力荐
我的玫瑰花儿只有四个微不足道的刺用来抵御这个世界,力荐
这是一本定位颇尴尬的名著薄薄的一本小册子里充满了太多的暗喻和说教对孩子来说看不懂且沉闷对大人来说也许能够理解其中一部分的暗喻了但是却又早已成为了书中的成年人,还行
说实话我看不太懂但还是跟风给个星吧以显示我也是有思想有学识之人,力荐
虽然我实在幼稚但我并不怎么喜欢孩童般的纯净我只爱风浪过后的平静流水打磨出的清亮大雪纷飞时的安宁沧桑看透的纯真我爱眼冷心热的庄子人究竟无所逃于天地之间各适其性做自己认为有意义的事就好了无论是统治宇宙还是喝酒点灯对他们来说都比爱一朵玫瑰重要这不是很好的么,还行
不能理解的是為什么它忽然紅成這樣,null
他像一颗树那样倒了下去,力荐
狐狸告诉小王子的秘密是用心去看才看得清楚是分离让小王子更思念他的玫瑰爱就是责任,推荐
我老觉得小狐狸跟小王子是在搞,null
原来在我还不懂爱情的时候就爱上了你,推荐
,推荐
痛苦迷茫不是因为成为了可笑的大人而是成为大人却没有真正长大所以回过头来想要从怀念童年中解脱缓解痛苦那是本末倒置的做法如果你作为一个成年人觉得痛苦原因不是因为你成年了也不是因为是生而为人而是你停止了思考停止了学习,较差
如果你是小王子我就是那捉鸡的狐狸求你驯养了我却又对你说要你回去对你的玫瑰花负责还大方地以为只要看见了麦田就会想起你头发的颜色我却永远无法随你回到-星球现在觉得我可能只是猴面包树而已,力荐
爱屋及乌爱一个人会让周围的一切变得美好连麦浪的金黄都会让人心醉爱同样意味着责任因为你现在要对你驯服过的一切负责到底爱与被爱都有责任每一段我们曾经付出过的感情都必须为对方为爱情负责不是吗爱很多时候又会面临失去小王子离开的时候对狐狸说那么你什么好处也没得到狐狸回答由于麦子颜色的缘故我还是得到了好处爱同样意味着宽容意味着放弃也许我们在面对渐行渐远的爱情该抱着平和感激的心态因为我们起码收获了麦浪的金黄狐狸同样告诉小王子只有用心才能看得清实质性的东西用眼睛是看不见的只有这样才能让我看清爱的本质爱是什么,力荐
一边读一边很想哭太寂寞了人类真的太寂寞了,力荐
谁能告诉俺小王子这种书有什么好看的,很差
长这么大读过次数最多的书就是《小王子》我是那么的爱这本书可是我都没有一本属于我的小王子每次想读了就去图书馆借他读过很多版本的小王子但是每次读他小王子在我心中都不一样我在我的星球等我的小王子回家但有时候我也不确定我是玫瑰还是狐狸或是那条毒蛇可能我也是小王子,力荐
是你浪费在我身上的时间使我变得如此珍贵,力荐
其實我覺得小王子自私不負責沒有看懂玫瑰而且被動地把小狐狸傷害了小王子看懂很多人和事卻到最後才明白愛情的本質,null
